date,title,comments
2005-01-13,A Maldição Do Halloween,
2005-01-14,Top Dog: Uma Dupla Animal,
2005-01-17,Guerreiros Da Virtude,
2005-01-18,Xuxa E Os Trapalhões Em O Mistério De Robin Hood,
2005-01-19,O Gênio Do Videogame,
2005-01-20,A Princesa Encantada,
2005-01-21,Um Agente Muito Secreto,
2005-01-24,Os Batutinhas,
2005-01-25,Quase Feitos Um Para O Outro,
2005-01-26,,
2005-01-27,Blankman: Um Super-Herói Muito Atrapalhado,
2005-01-28,Police Story,
2005-01-31,Bebês Em Ação,
2005-02-01,A Casa Mágica,
2005-02-02,Hercule E Sherlock,
2005-02-03,Galgameth,
2005-02-04,Viajantes Do Futuro,
2005-02-07,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,
2005-02-08,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,
2005-02-09,Não Houve Exibição - Carnaval: Apuração RJ,
2005-02-10,Sabrina Vai À Roma,
2005-02-11,Heróis Muito Loucos,
2005-02-14,Meu Primeiro Amor,
2005-02-15,Billy Madison: Um Herdeiro Bobalhão,
2005-02-16,A Magia Das Fadas,
2005-02-17,Bingo: Esperto Pra Cachorro,
2005-02-18,O Retorno Da Família Addams,
2005-02-21,Babe: O Porquinho Atrapalhado,
2005-02-22,Difícil Decisão,
2005-02-23,Nosso Amigo Frankestein,
2005-02-24,O Dia De Folga Do Papai,
2005-02-25,Convenção Das Bruxas,
2005-02-28,Xuxa Popstar,
2005-03-01,Desafio Mortal,
2005-03-02,De Volta À Lagoa Azul,
2005-03-03,Ela É Demais,
2005-03-04,O Carro Desgovernado,
2005-03-07,Forças Do Destino,
2005-03-08,Power Rangers: O Filme,
2005-03-09,O Resgate De Lauren Mahone,
2005-03-10,Sem Sentido,
2005-03-11,Police Story 2: Codinome Radical,
2005-03-14,Um Tira Muito Suspeito,
2005-03-15,Dirty Dancing: Ritmo Quente,
2005-03-16,Um Ninja Da Pesada,
2005-03-17,Nossa Querida Babá,
2005-03-18,Hércules E As Amazonas,
2005-03-21,As Patricinhas De Beverly Hills,
2005-03-22,Air Bud Contra-Ataca,
2005-03-23,Gargantua,
2005-03-24,As Aventuras De Pinocchio,
2005-03-25,O Senhor Dos Milagres,
2005-03-28,Confusão Na Austrália,
2005-03-29,Geração X,
2005-03-30,Cachorro Atômico,
2005-03-31,Nas Profundezas Do Mar Sem Fim,
2005-04-01,Príncipe Guerreiro 3: O Olho Do Mal,
2005-04-04,Papa João Paulo II ,especial - em homenagem ao Papa João Paulo II
2005-04-05,Napoleon: As Aventuras De Um Cãozinho Valente,
2005-04-06,Fuga De Atlântida,
2005-04-07,Um Maluco No Golfe,
2005-04-08,A Passagem,
2005-04-11,Ace Ventura 2: Um Maluco Na África,
2005-04-12,A Família Buscapé,
2005-04-13,O Hóspede Quer Bananas,
2005-04-14,O Peste,
2005-04-15,Aterrissagem De Alto Risco,
2005-04-18,Beethoven 2,
2005-04-19,O Paizão,
2005-04-20,Os Flintstones: O Filme,
2005-04-21,Barbie: Lago Dos Cisnes,
2005-04-22,O Homem Invisível,
2005-04-25,Babe: O Porquinho Atrapalhado Na Cidade,
2005-04-26,Ghost: Do Outro Lado Da Vida,
2005-04-27,Um Tira No Jardim De Infância,
2005-04-28,Olha Quem Está Falando Também,
2005-04-29,Os Picaretas,
2005-05-02,Caçadoras De Aventuras,
2005-05-03,Rusty: O Grande Resgate,
2005-05-04,Um Time Bom De Bola,
2005-05-05,Voltando Para Casa,
2005-05-06,O Jovem Hércules,
2005-05-09,3 Ninjas Do Barulho,
2005-05-10,O Príncipe Do Central Park,
2005-05-11,Air Bud: Uma Jogada Perfeita,
2005-05-12,Correndo Atrás,
2005-05-13,É Pura Sorte,
2005-05-16,O Pestinha,
2005-05-17,Coração De Dragão 2: Um Novo Começo,
2005-05-18,Meu Primeiro Amor: Parte 2,
2005-05-19,"As Aventuras De Hubert, O Cão Herdeiro",
2005-05-20,Busca Explosiva,
2005-05-23,"Buddy, Meu Gorila Favorito",
2005-05-24,Crocodilo Dundee Em Hollywood,
2005-05-25,Slappy E A Turma,
2005-05-26,"Simão, O Fantasma Trapalhão",
2005-05-27,Os Aventureiros Do Bairro Proibido,
2005-05-30,Foi Sem Querer,
2005-05-31,A Chave Mágica,
2005-06-01,Volta Por Cima,
2005-06-02,Amigos Para Sempre,
2005-06-03,A Família Addams,
2005-06-06,"Buffy, A Caça Vampiros",
2005-06-07,Construindo Uma Carreira,
2005-06-08,Jovens Bruxas,
2005-06-09,"Zamora, Um Amor De Gorila",
2005-06-10,Hércules Em Busca Do Reino Perdido,
2005-06-13,Outono Em Nova York,
2005-06-14,O Clube Das Babás,
2005-06-15,Não Houve Exibição - Copa Das Confederações FIFA Alemanha 2005,
2005-06-16,Não Houve Exibição - Copa Das Confederações FIFA Alemanha 2005: Brasil x Grécia,
2005-06-17,3 Ninjas Em Apuros,
2005-06-20,Um Ratinho Encrenqueiro,
2005-06-21,Dragões Para Sempre,
2005-06-22,Não Houve Exibição - Copa Das Confederações FIFA Alemanha 2005: Brasil x Japão,
2005-06-23,Ninguém Segura Esse Bebê,
2005-06-24,Alta Tensão,
2005-06-27,A Vida É Bela,
2005-06-28,Um Príncipe Em Nova York,
2005-06-29,Não Houve Exibição - Final da Copa Das Confederações FIFA Alemanha 2005: Brasil x Argentina,
2005-06-30,Ed: Um Macaco Muito Louco,
2005-07-01,Hércules Em Busca Do Reino Perdido,
2005-07-04,"Querida, Encolhi As Crianças",
2005-07-05,Shiloh 2: Amigos Para Sempre,
2005-07-06,O Noviço Rebelde,
2005-07-07,O Homem Da Casa,
2005-07-08,As Aventuras De Rocky & Bullwinkle,
2005-07-11,Spirit: O Corcel Indomável,
2005-07-12,Pesos Pesados,
2005-07-13,Matilda,
2005-07-14,Duro De Agarrar,
2005-07-15,Se Meu Fusca Falasse,
2005-07-18,O Caminho Para El Dorado,
2005-07-19,O Mundo Fantástico De Oz,
2005-07-20,Pum! Emissão Impossível,
2005-07-21,A Princesa Xuxa E Os Trapalhões,
2005-07-22,As Tartarugas Ninja 3,
2005-07-25,Ace Ventura: Um Detetive Diferente,
2005-07-26,Três Solteirões E Uma Pequena Dama,
2005-07-27,Famoso Pra Cachorro,
2005-07-28,"Buffy, A Caça Vampiros",
2005-07-29,Meu Parceiro É Um Dinossauro,
2005-08-01,Jogada De Mestre,
2005-08-02,Duro De Espiar,
2005-08-03,Viagem Ao Centro Da Terra,
2005-08-04,A Cor Do Amor: A História De Jacey,
2005-08-05,"Sheena, A Rainha Da Selva",
2005-08-08,O Pestinha 3,
2005-08-09,No Mundo Dos Dragões,
2005-08-10,Amor Ou Amizade,
2005-08-11,O Milagre Dos Cães ,inédito em TV aberta
2005-08-12,Guerra Biológica,
2005-08-15,Sabrina Na Austrália,
2005-08-16,Uma Aventura Selvagem,
2005-08-17,Não Houve Exibição - Amistoso Da Seleção: Brasil x Croácia,
2005-08-18,Tentação Fatal,
2005-08-19,Sem Licença Para Dirigir,
2005-08-22,Uma Babá Quase Perfeita,
2005-08-23,A Casa Maluca,
2005-08-24,Zamora: Um Amor De Gorila,
2005-08-25,Quebrando O Gelo,
2005-08-26,O Pentelho,
2005-08-29,"Querida, Estiquei O Bebê",
2005-08-30,Construindo Uma Carreira,
2005-08-31,Edward Mãos De Tesoura,
2005-09-01,Só Você,
2005-09-02,3 Ninjas Contra-Atacam,
2005-09-05,Tudo Por Amor,
2005-09-06,O Demônio Na Garrafa,
2005-09-07,Tainá: Uma Aventura Na Amazônia,
2005-09-08,Eloise No Plaza,
2005-09-09,Guerreiros De Fogo,
2005-09-12,A Lagoa Azul,
2005-09-13,Top Gang 2: A Missão,
2005-09-14,Vôo Da Fantasia,
2005-09-15,Pura Liberdade,
2005-09-16,Hércules E O Circulo De Fogo,
2005-09-19,Aracnofobia,
2005-09-20,Vivendo Um Conto De Fadas,
2005-09-21,D3: Nós Somos Os Campeões,
2005-09-22,Paulie: O Papagaio Bom De Papo,
2005-09-23,O Mestre Do Disfarce,
2005-09-26,Entrando Numa Fria,
2005-09-27,Projeto China 2,
2005-09-28,Coração De Dragão,
2005-09-29,Olha Quem Está Falando,
2005-09-30,O Pestinha 2,
2005-10-03,Bebês Geniais,
2005-10-04,American Ninja 5,
2005-10-05,Jogada De Mestre 2: Totalmente Radical,
2005-10-06,Um Conto Quase De Fadas,
2005-10-07,Falcão: O Campeão Dos Campeões,
2005-10-10,As Aventuras De Pinocchio 2,
2005-10-11,,
2005-10-12,Barbie Como Rapunzel,
2005-10-13,O Diário Da Princesa ,inédito em TV aberta
2005-10-14,Turbo: Power Rangers 2,
2005-10-17,A Baleia Assassina,
2005-10-18,Feita Por Encomenda,
2005-10-19,Um Canguru Em Apuros,
2005-10-20,O Milagre Da Montanha,
2005-10-21,Double Dragon,
2005-10-24,Bud 3: Jogando Futebol,
2005-10-25,Uma Escola Muito Doida,
2005-10-26,A Família Addams 2 ,1993
2005-10-27,Uma Aventura Na América Selvagem,
2005-10-28,Top Gang: Ases Muito Loucos,
2005-10-31,O Grande Desafio,
2005-11-01,,
2005-11-02,Jesus,
2005-11-03,Um Verão Inesquecível,
2005-11-04,A Princesa Prometida,
2005-11-07,K-9: Um Policial Bom Pra Cachorro,
2005-11-08,O Rapto Do Menino Dourado,
2005-11-09,Nunca Fui Beijada,
2005-11-10,"Elvira, A Rainha Das Trevas",
2005-11-11,Hércules No Labirinto Do Minotauro,
2005-11-14,Júnior,
2005-11-15,"Beethoven, O Magnifico",
2005-11-16,"Meu Mestre, Minha Vida",
2005-11-17,Os Monstros Estão De Volta,
2005-11-18,O Sexto Homem,
2005-11-21,Olha Quem Está Falando Agora,
2005-11-22,Em Busca De Confusão,
2005-11-23,Cinderela Às Avessas,
2005-11-24,Bud 2: O Atleta De Ouro,
2005-11-25,Milionário Num Instante,
2005-11-28,Babe: O Porquinho Atrapalhado,
2005-11-29,Entrega Especial,
2005-11-30,,
2005-12-01,Viva! A Babá Morreu,
2005-12-02,Guerreiros De Virtude,
2005-12-05,As Aventuras De Max Keeble ,inédito em TV aberta
2005-12-06,Good Burger,
2005-12-07,Bebês Em Ação,
2005-12-08,A Grande Aventura,
2005-12-09,As Novas Aventuras De Riquinho,
2005-12-12,FormiguinhaZ,
2005-12-13,Passe De Mágica,
2005-12-14,Suki Na Savana,
2005-12-15,Polícia Desmontada,
2005-12-16,Busca Explosiva,
2005-12-19,Pode-me Chamar De Noel,
2005-12-20,O Melhor De Todos Os Natais,
2005-12-21,Um Anjo Entre Nós,
2005-12-22,O Retorno De Prancer,
2005-12-23,Confusões No Natal,
2005-12-26,Asterix & Obelix Contra Cesar,
2005-12-27,Nossa Querida Babá,
2005-12-28,A Casa Mágica,
2005-12-29,O Príncipe Do Egito,
2005-12-30,Um Craque Animal,
2004-01-01,Gasparzinho E Wendy,
2004-01-02,A Vida É Bela,
2004-01-05,O Grande Desafio,
2004-01-06,Ace Ventura: Um Detetive Diferente,
2004-01-07,Matilda,
2004-01-08,Xuxa E Os Trapalhões Em O Mistério De Robin Hood,
2004-01-09,Tubarão,
2004-01-12,Para Sempre Cinderella,
2004-01-13,O Casamento Dos Trapalhões,
2004-01-14,"Bingo, Esperto Pra Cachorro",
2004-01-15,As Namoradas Do Papai,
2004-01-16,Um Príncipe Em Nova York,
2004-01-19,O Príncipe Do Egito,
2004-01-20,Jogada De Mestre 2: Totalmente Radical,
2004-01-21,American Ninja 5,
2004-01-22,Pura Liberdade,
2004-01-23,Zoando Na TV,
2004-01-26,O Trapalhão E A Luz Azul,
2004-01-27,Projeto China 2: A Vingança,
2004-01-28,Guerreiros Da Virtude,
2004-01-29,Um Fugitivo Do Barulho,
2004-01-30,Meu Parceiro É Um Dinossauro,
2004-02-02,A Princesa Prometida,
2004-02-03,Cachorro Atômico,
2004-02-04,Sabrina Na Austrália,
2004-02-05,Curso De Verão,
2004-02-06,Blankman: Um Super-Herói Muito Atrapalhado,
2004-02-09,Os Batutinhas,
2004-02-10,Vice-Versa,
2004-02-11,Mong E Loide,
2004-02-12,A Pequena Espiã,
2004-02-13,Hércules E O Circulo De Fogo,
2004-02-16,O Rapto Do Menino Dourado,
2004-02-17,Hercule & Sherlock ,inédito em TV aberta
2004-02-18,Corra Que A Polícia Vem Aí,
2004-02-19,Surfe No Havaí,
2004-02-20,Police Story 2: Codinome Radical,
2004-02-23,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,
2004-02-24,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,
2004-02-25,Não Houve Exibição - Carnaval: Apuração RJ,
2004-02-26,Bebês Em Ação,
2004-02-27,Heck: Ninguém Segura Esse Cachorro,
2004-03-01,Orca: A Baleia Assassina,
2004-03-02,Nada Em Comum,
2004-03-03,Sem Licença Para Dirigir,
2004-03-04,Zamora,
2004-03-05,Fuga De Atlântica,
2004-03-08,Um Verão Inesquecível,
2004-03-09,Galgameth,
2004-03-10,Um Robô Em Curto-Circuito 2,
2004-03-11,Conta Comigo,
2004-03-12,É Para Sorte,
2004-03-16,O Jardim Secreto,
2004-03-17,Difícil Decisão,
2004-03-18,"Crianças, A Mamãe Saiu",
2004-03-19,Hércules E As Amazonas,
2004-03-22,Quase Feitos Um Para O Outro,
2004-03-23,O Cadillac Azul,
2004-03-24,Ed: Um Macaco Muito Louco,
2004-03-25,Um Salto Para A Felicidade,
2004-03-26,O Fantasma,
2004-03-29,Pequenos Guerreiros,
2004-03-30,Billy Madison: Um Herdeiro Bobalhão,
2004-03-31,Naufrágio No Pacífico,
2004-04-01,Uma Aventura Selvagem,
2004-04-02,O Homem Invisível ,1975
2004-04-05,O Pestinha,
2004-04-06,Geração X,
2004-04-07,Lassie,
2004-04-08,Lua De Cristal,
2004-04-09,"Maria, Filha De Seu Filho ",último filme com a vinheta de 2000
2004-04-12,Ghost: Do Outro Lado Da Vida ,primeiro filme com a vinheta de 2004
2004-04-13,As Patricinhas De Beverly Hills,
2004-04-14,O Gênio Do Videogame,
2004-04-15,Viagem Insólita,
2004-04-16,Police Story: A Guerra Das Drogas,
2004-04-19,Espião Por Engano,
2004-04-20,Passe De Mágica,
2004-04-21,K-9: Um Policial Bom Pra Cachorro,
2004-04-22,As Aparências Enganam,
2004-04-23,O Retorno Da Família Addams,
2004-04-26,Bebês Geniais,
2004-04-27,Slappy E A Turma,
2004-04-28,Não Houve Exibição - Amistoso Da Seleção: Brasil x Hungria,
2004-04-29,Não Tenho Troco,
2004-04-30,Hércules Em Busca Do Reino Perdido,
2004-05-03,Dirty Dancing: Ritmo Quente,
2004-05-04,O Pequeno Unicórnio,
2004-05-05,A Morte Do Incrível Hulk,
2004-05-06,Um Maluco No Golfe,
2004-05-07,Águia De Aço 3: Ases Do Céu,
2004-05-10,Um Tira No Jardim De Infância,
2004-05-11,Meu Primeiro Amor,
2004-05-12,O Carro Desgovernado,
2004-05-13,Sabrina Vai A Roma,
2004-05-14,Busca Explosiva,
2004-05-17,Confusão Na Austrália,
2004-05-18,Forças Do Destino,
2004-05-19,O Príncipe Do Central Park,
2004-05-20,Não Houve Exibição - Amistoso Da Seleção: Brasil x França,
2004-05-21,Jovem Hércules,
2004-05-24,O Peste,
2004-05-25,Não Houve Exibição - Amistoso Da Seleção: Brasil x Catalunha,
2004-05-26,A Magia Das Fadas,
2004-05-27,Dr. Hollywood: Uma Receita De Amor,
2004-05-28,A Ilha Da Garganta Cortada,
2004-05-31,O Mentiroso,
2004-06-01,3 Ninjas Contra-Atacam,
2004-06-02,A Casa Maluca,
2004-06-03,Convenção Das Bruxas,
2004-06-04,Quase Igual Aos Outros,
2004-06-07,Beethoven 2,
2004-06-08,O Grande Dragão Branco,
2004-06-09,Nossa Querida Babá,
2004-06-10,Gargantua,
2004-06-11,Double Dragon,
2004-06-14,O Resgate De Lauren Mahone,
2004-06-15,O Defensor,
2004-06-16,Sempre Amigos,
2004-06-17,Ela É O Diabo,
2004-06-18,Uma Loira Em Apuros,
2004-06-21,Tudo Por Amor,
2004-06-22,Volta Por Cima,
2004-06-23,Os Fantasmas Se Divertem,
2004-06-24,Patch Adams: O Amor É Contagioso,
2004-06-25,Duas Babás Nada Perfeitas,
2004-06-28,Um Tira Da Pesada 2,
2004-06-29,Voltando Para Casa,
2004-06-30,Meu Primeiro Amor: Parte 2,
2004-07-01,Uma Babá Quase Perfeita,
2004-07-02,Aterrissagem De Alto Risco,
2004-07-05,"Buddy, Meu Gorila Favorito",
2004-07-06,Os Aventureiros Do Bairro Proibido,
2004-07-07,Em Busca De Confusão,
2004-07-08,Quero Ser Grande,
2004-07-09,As Aventuras De Pinocchio,
2004-07-12,O Hóspede Quer Bananas,
2004-07-13,Barbie: Lago Dos Cisnes ,inédito em TV aberta
2004-07-14,O Noviço Rebelde,
2004-07-15,A Chave Mágica,
2004-07-16,Rusty: O Grande Resgate,
2004-07-19,Napoleon: As Aventuras De Um Cãozinho Valente,
2004-07-20,Os Trapalhões E A Árvore Da Juventude,
2004-07-21,Final Fantasy,
2004-07-22,Polícia Desmontada,
2004-07-23,Power Rangers: O Filme,
2004-07-26,FormiguinhaZ,
2004-07-27,Eu Acredito Em Gnomos,
2004-07-28,Os Trapalhões E O Mágico De Oroz,
2004-07-29,A Malandrinha,
2004-07-30,As Tartarugas Ninja 3,
2004-08-02,A Família Buscapé,
2004-08-03,Caçadoras De Aventuras,
2004-08-04,Um Maluco Perdido No Espaço,
2004-08-05,Manequim: A Magia Do Amor,
2004-08-06,Nove Meses,
2004-08-09,O Paizão,
2004-08-10,Amigos Para Sempre,
2004-08-11,Construindo Uma Carreira,
2004-08-12,Dois Espiões E Um Bebê,
2004-08-13,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-16,Corra Que A Polícia Vem Aí 2 1/2,
2004-08-17,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-18,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-19,Olha Quem Está Falando Também,
2004-08-20,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-23,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-24,Coração De Dragão 2: Um Novo Começo,
2004-08-25,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-26,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-27,Não Houve Exibição - Olimpíadas Atenas 2004,
2004-08-30,Zona De Perigo,
2004-08-31,Foi Sem Querer,
2004-09-01,Só Resta A Esperança,
2004-09-02,Nunca Fui Beijada,
2004-09-03,Os Flintstones: O Filme,
2004-09-06,Correndo Atrás,
2004-09-08,Não Houve Exibição - Amistoso Da Seleção: Brasil x Alemanha,
2004-09-09,A Cor Do Amor: A História Jacey,
2004-09-10,"Buffy, A Caça Vampiros",
2004-09-13,Amor Ou Amizade,
2004-09-14,O Pequeno Unicórnio,
2004-09-15,3 Trapalhões Da Pesada,
2004-09-16,"As Aventuras De Hubert, O Cão Herdeiro",
2004-09-17,Hércules No Labirinto Do Minotauro,
2004-09-20,Zona Mortal,
2004-09-21,Good Burger,
2004-09-22,Clonagem,
2004-09-23,Meu Sobrinho É Um Terror,
2004-09-24,Coração Leal,
2004-09-27,O Pentelho,
2004-09-28,Cinderela Às Avessas,
2004-09-29,Um Trapaceiro Genial,
2004-09-30,Duro De Agarrar,
2004-10-01,Jogada De Mestre,
2004-10-04,Congo,
2004-10-05,Vôo Da Fantasia,
2004-10-06,Famoso Pra Cachorro,
2004-10-07,Os Garotos Perdidos,
2004-10-08,O Milagre Na Montanha: A História Da Família Kincaid,
2004-10-11,Ninguém Segura Este Bebê,
2004-10-12,O Caminho Para El Dorado,
2004-10-13,Joey: Um Canguru Em Apuros,
2004-10-14,As Aventuras De Rocky & Bullwinkle,
2004-10-15,Xuxa Requebra,
2004-10-18,Um Dia Especial,
2004-10-19,Top Gang 2: A Missão,
2004-10-20,Bilhete Premiado,
2004-10-21,Quebrando O Gelo,
2004-10-22,Elvira: A Rainha Das Trevas,
2004-10-25,Tentação Fatal,
2004-10-26,Turbo: Power Rangers 2,
2004-10-27,A Grande Aventura,
2004-10-28,O Sargento Trapalhão,
2004-10-29,A Maldição Do Halloween,
2004-11-01,O Pestinha 3,
2004-11-02,Jesus,
2004-11-03,Matilda,
2004-11-04,A Lagoa Azul,
2004-11-05,Sabrina Na Austrália,
2004-11-08,Velocidade Máxima 2,
2004-11-10,Feita Por Encomenda,
2004-11-11,Um Tira E Meio,
2004-11-12,Asterix & Obelix Contra Cesar,
2004-11-15,Caramuru: A Invenção Do Brasil,
2004-11-16,The Wonders: O Sonho Não Acabou,
2004-11-17,Madeline,
2004-11-18,A Magia Das Águas,
2004-11-19,Jogada De Mestre 2: Totalmente Radical,
2004-11-22,MIB: Homens De Preto,
2004-11-23,Um Conto Quase De Fadas,
2004-11-24,Coração De Dragão,
2004-11-25,Olha Quem Está Falando Agora,
2004-11-26,Jumanji,
2004-11-29,Top Gang: Ases Muito Loucos,
2004-11-30,Vivendo Um Conto De Fadas,
2004-12-01,"Paulie, O Papagaio Bom De Papo",
2004-12-02,Entrega Especial,
2004-12-03,Orca: A Baleia Assassina,
2004-12-06,O Pestinha 2,
2004-12-07,A Princesa Prometida,
2004-12-08,O Natal Da Família Monstro,
2004-12-09,Um Verão Inesquecível,
2004-12-10,Turbo: Power Rangers 2,
2004-12-13,Barbie Como Rapunzel,
2004-12-14,Menino Maluquinho 2: A Aventura,
2004-12-15,Um Amor No Fim Do Ano,
2004-12-16,Shiloh: O Melhor Amigo,
2004-12-17,Um Fugitivo Do Barulho,
2004-12-20,O Papai Noel Trapalhão,
2004-12-21,O Retorno De Prancer,
2004-12-22,As Aventuras De Papai Noel,
2004-12-23,As Aventuras De Pinocchio 2,
2004-12-24,Pode-me Chamar De Noel,
2004-12-27,Gasparzinho: O Fantasminha Camarada,
2004-12-28,Anastasia ,1997
2004-12-29,O Sargento Trapalhão,
2004-12-30,Um Amigo Diferente,
2004-12-31,Não Houve Exibição - Corrida De São Silvestre,
2003-01-01,Não Houve Exibição - Posse Do Presidente Lula,
2003-01-02,Bud 3: Jogando Futebol,
2003-01-03,Um Verão Inesquecível,
2003-01-06,Um Fugitivo Do Barulho,
2003-01-07,Meus Amigos Dinossauros,
2003-01-08,Aladdin ,1986
2003-01-09,Muppets Do Espaço,
2003-01-10,O Pequeno Grande Time,
2003-01-13,O Trapalhão E A Luz Azul,
2003-01-14,Matilda,
2003-01-15,As Tartarugas Ninja 3,
2003-01-16,"Bingo, Esperto Pra Cachorro",
2003-01-17,Os Caça-Fantasmas 2,
2003-01-20,A Lagoa Azul,
2003-01-21,O Casamento Dos Trapalhões,
2003-01-22,Aprontando Em Alto-Mar,
2003-01-23,Conta Comigo,
2003-01-24,American Ninja 5,
2003-01-27,As Aparências Enganam,
2003-01-28,Quem Vê Cara Não Vê Coração,
2003-01-29,Curso De Verão,
2003-01-30,Um Salto Para A Felicidade,
2003-01-31,Lua De Cristal,
2003-02-03,Os Aventureiros Do Bairro Proibido,
2003-02-04,Um Robô Em Curto-Circuito 2,
2003-02-05,A Pequena Espiã,
2003-02-06,Sem Licença para Dirigir,
2003-02-07,"Buddy, Meu Gorila Favorito",
2003-02-10,Os Trapalhões Na Terra Dos Monstros,
2003-02-11,De Volta Para O Futuro 3,
2003-02-12,Quase Igual Aos Outros,
2003-02-13,O Anjo Da Guarda,
2003-02-14,Hércules E O Círculo De Fogo,
2003-02-17,Quase Feitos Um Para o Outro,
2003-02-18,Os Heróis Trapalhões: Uma Aventura Na Selva,
2003-02-19,"Tal Pai, Tal Filho",
2003-02-20,O Sargento Trapalhão,
2003-02-21,Meu Filho Das Selvas,
2003-02-24,O Homem Invisível,
2003-02-25,Um Dia A Casa Cai,
2003-02-26,Cachorro Atômico,
2003-02-27,Marujos Muito Loucos,
2003-02-28,Krull,
2003-03-03,Não Houve Exibição - Carnaval,
2003-03-04,Não Houve Exibição - Carnaval,
2003-03-05,Não Houve Exibição - Carnaval,
2003-03-06,Falcão: O Campeão Dos Campeões,
2003-03-07,Os Batutinhas,
2003-03-10,Os Monstros Estão De Volta,
2003-03-11,BlankMan: Um Super Herói Muito Atrapalhado,
2003-03-12,Um Hóspede Do Barulho,
2003-03-13,Super Controle Remoto,
2003-03-14,Hércules E As Amazonas,
2003-03-17,Um Ninja Da Pesada,
2003-03-18,Salve-me Quem Puder,
2003-03-19,Meus Vizinhos São Um Terror,
2003-03-20,Investigação Perigosa,
2003-03-21,Ed: Um Macaco Muito Louco,
2003-03-24,Orca: A Baleia Assassina,
2003-03-25,O Rapto Do Menino Dourado,
2003-03-26,Heck: Ninguém Segura Esse Cachorro,
2003-03-27,Top Gang: Ases Muito Loucos,
2003-03-28,Meu Amigo Panda,
2003-03-31,Guerreiros Da Virtude,
2003-04-01,Katie: Uma Garota Da Pesada,
2003-04-02,Stargate: Herdeiros Dos Deuses,
2003-04-03,Dias De Trovão,
2003-04-04,Naufrágio No Pacífico,
2003-04-07,Amigos Para Sempre,
2003-04-08,Homens De Branco,
2003-04-09,A Chave Mágica,
2003-04-10,A Malandrinha,
2003-04-11,Karatê Kid 2: A Hora Da Verdade Continua,
2003-04-14,O Grande Desafio,
2003-04-15,Vice-Versa,
2003-04-16,Tubarão,
2003-04-17,Mong E Loide,
2003-04-18,Jesus,
2003-04-21,O Hóspede Quer Bananas,
2003-03-22,Uma Família Inesperada,
2003-04-23,Te Pego Lá Fora,
2003-04-24,Yeti Em Nova York,
2003-04-25,É Pura Sorte,
2003-04-28,Acertando As Contas Com Papai,
2003-04-29,Os Heróis Não Tem Idade,
2003-04-30,Hércules Em Busca Do Reino Perdido,
2003-05-01,Não Houve Exibição - Campeonato Brasileiro,
2003-05-02,Projeto China 2: A Vingança,
2003-05-05,As Namoradas Do Papai,
